,0
0,33.31114604860061
1,49.869660189823165
2,49.9503970653782
3,38.50964341209274
4,50.87045952287546
5,56.19033218306525
6,59.709866471471166
7,54.949716716494905
8,49.95900606598885
9,61.13949536581993
10,58.37972837092392
11,57.840353522520275
12,58.90002498407002
13,57.230516216342416
14,59.72874072463536
15,59.60068331542585
